Género,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
9,25,Medellin,4,909758,0,3,8,musica,cultura
10,25,Medellin,9,1298217,0,3,5,vida nocturna,cultura
10,22,Medellin,4,1036139,1,3,5,musica,cultura
10,33,Medellin,4,1983371,1,3,5,vida nocturna,deporte
9,20,Medellin,3,1867004,1,3,8,vida nocturna,cultura
9,31,Medellin,5,697764,0,4,7,vida nocturna,deporte
9,21,Medellin,8,1418045,0,3,8,musica,deporte
10,33,Medellin,4,725360,0,3,5,musica,deporte
9,20,Medellin,5,1518381,1,3,8,musica,cultura
9,34,Medellin,3,576932,0,4,7,musica,deporte
9,23,Medellin,3,1713980,1,3,7,vida nocturna,cultura
9,21,Medellin,7,1861331,0,3,7,musica,deporte
10,27,Medellin,4,1369091,1,3,5,musica,cultura
9,22,Medellin,8,1813740,0,3,8,musica,cultura
10,20,Medellin,8,1571226,0,3,5,vida nocturna,deporte
10,31,Medellin,8,1095241,0,3,5,musica,deporte
9,35,Medellin,6,832192,0,3,7,musica,deporte
9,18,Medellin,5,1612608,1,3,8,musica,deporte
10,28,Medellin,5,1260362,1,3,5,musica,cultura
10,29,Medellin,5,1086798,1,3,5,musica,deporte
10,19,Medellin,9,1526129,0,3,5,vida nocturna,deporte
9,27,Medellin,5,885720,0,3,8,vida nocturna,deporte
10,18,Medellin,9,929625,0,3,5,vida nocturna,deporte
9,29,Medellin,9,1566898,0,3,8,musica,deporte
9,18,Medellin,5,1410647,1,3,8,vida nocturna,deporte
9,34,Medellin,6,1287805,0,3,7,vida nocturna,deporte
10,33,Medellin,8,877858,0,3,5,musica,cultura
10,31,Medellin,10,2637050,1,3,5,musica,cultura
10,28,Medellin,9,545468,0,4,5,musica,deporte
10,21,Medellin,5,1527430,1,3,5,musica,cultura
9,30,Medellin,9,856865,0,3,8,musica,cultura
10,24,Medellin,10,2244409,0,3,5,musica,deporte
9,29,Medellin,7,944856,0,3,8,musica,deporte
9,32,Medellin,10,1533324,0,3,8,vida nocturna,cultura
10,26,Medellin,3,1718747,1,3,5,musica,deporte
9,24,Medellin,8,627642,0,4,7,vida nocturna,deporte
9,23,Medellin,8,1940932,0,3,7,vida nocturna,deporte
9,19,Medellin,4,1417911,1,3,7,musica,cultura
9,22,Medellin,5,1856244,1,3,7,musica,cultura
10,19,Medellin,3,1428643,1,3,5,vida nocturna,cultura
10,30,Medellin,10,2877598,1,3,5,musica,deporte
9,19,Medellin,3,1244612,1,2,8,musica,deporte
9,28,Medellin,7,1327542,0,3,7,musica,cultura
10,20,Medellin,8,679904,0,4,5,vida nocturna,cultura
9,18,Medellin,6,709739,0,3,8,musica,cultura
9,22,Medellin,6,1702773,0,3,7,musica,deporte
10,31,Medellin,3,1062894,1,3,5,musica,cultura
10,24,Medellin,4,978584,0,3,5,musica,deporte
10,32,Medellin,10,2424359,0,3,5,vida nocturna,cultura
9,23,Medellin,5,1097603,1,2,8,vida nocturna,cultura
10,28,Medellin,7,1303406,0,3,5,musica,cultura
9,19,Medellin,6,1542597,0,3,8,musica,deporte
10,28,Medellin,7,784143,0,3,5,musica,cultura
10,18,Medellin,6,1136874,0,3,5,vida nocturna,deporte
9,30,Medellin,4,1174407,1,3,7,vida nocturna,cultura
9,23,Medellin,5,1854326,1,3,8,vida nocturna,cultura
9,19,Medellin,3,685584,0,4,7,vida nocturna,cultura
10,28,Medellin,8,1395021,0,3,5,vida nocturna,deporte
10,25,Medellin,3,1039127,1,3,5,musica,deporte
10,32,Medellin,8,1682304,0,3,5,vida nocturna,deporte
10,35,Medellin,5,1849562,1,3,5,vida nocturna,cultura
10,31,Medellin,7,771147,0,3,5,vida nocturna,deporte
9,30,Medellin,7,1058006,0,3,8,vida nocturna,cultura
9,30,Medellin,3,654064,0,4,7,vida nocturna,deporte
10,28,Medellin,3,1275978,1,3,5,musica,cultura
9,19,Medellin,3,1168568,1,3,7,musica,deporte
10,34,Medellin,5,712598,0,3,5,vida nocturna,cultura
9,27,Medellin,7,841640,0,3,7,vida nocturna,cultura
10,25,Medellin,10,2943498,1,3,5,vida nocturna,deporte
9,35,Medellin,10,2480113,0,3,8,vida nocturna,cultura
9,28,Medellin,8,1121538,0,3,7,vida nocturna,deporte
9,25,Medellin,7,1979150,0,3,7,musica,deporte
10,28,Medellin,10,2525071,1,3,5,vida nocturna,cultura
9,26,Medellin,10,1367397,0,3,8,vida nocturna,deporte
9,24,Medellin,5,1596909,1,3,8,musica,deporte
10,24,Medellin,4,1883312,1,3,5,vida nocturna,deporte
9,29,Medellin,5,1314720,1,3,8,vida nocturna,cultura
9,34,Medellin,9,1762694,0,3,8,vida nocturna,deporte
9,30,Medellin,9,985516,0,3,7,vida nocturna,cultura
10,19,Medellin,5,965730,0,3,5,vida nocturna,cultura
10,31,Medellin,3,1699753,1,3,5,vida nocturna,cultura
9,19,Medellin,10,2183907,0,3,7,musica,cultura
10,24,Medellin,8,1915967,0,3,5,musica,cultura
10,34,Medellin,6,539127,0,4,5,musica,cultura
9,30,Medellin,4,907804,0,3,7,musica,deporte
10,26,Medellin,10,2157449,0,3,5,musica,cultura
10,24,Medellin,6,1019584,0,3,5,musica,cultura
9,28,Medellin,10,2824852,1,3,7,vida nocturna,cultura
10,32,Medellin,3,1455283,1,2,5,musica,cultura
9,30,Medellin,3,802240,0,3,7,musica,cultura
10,20,Medellin,10,1807540,0,3,5,musica,deporte
9,22,Medellin,10,1363612,0,3,7,vida nocturna,cultura
9,21,Medellin,8,685432,0,4,7,vida nocturna,cultura
9,18,Medellin,6,752126,0,3,8,vida nocturna,cultura
10,23,Medellin,7,1842654,0,3,5,vida nocturna,deporte
10,25,Medellin,6,984241,0,3,5,musica,cultura
9,26,Medellin,10,2116706,0,3,8,vida nocturna,cultura
9,21,Medellin,8,1180933,0,3,7,musica,cultura
10,30,Medellin,4,1556259,1,3,5,vida nocturna,deporte
10,18,Medellin,5,947924,0,3,5,musica,deporte
9,26,Medellin,4,1031433,1,3,8,musica,cultura
9,31,Medellin,7,1559371,0,3,8,musica,cultura
10,35,Medellin,3,1413515,1,3,5,vida nocturna,cultura
9,29,Medellin,3,1836496,1,3,8,musica,cultura
9,23,Medellin,4,699805,0,4,7,vida nocturna,cultura
10,30,Medellin,3,1459667,1,3,5,musica,deporte
10,19,Medellin,6,721347,0,3,5,musica,cultura
10,21,Medellin,3,1672339,1,3,5,vida nocturna,deporte
10,35,Medellin,3,841347,0,3,5,vida nocturna,cultura
9,19,Medellin,8,1082608,0,3,8,musica,cultura
9,31,Medellin,10,1078037,0,3,7,vida nocturna,cultura
9,22,Medellin,9,1553521,0,3,7,musica,deporte
9,26,Medellin,10,1285473,0,3,7,vida nocturna,cultura
10,33,Medellin,8,1511541,0,3,5,vida nocturna,cultura
10,35,Medellin,10,2527478,1,3,5,musica,cultura
10,30,Medellin,3,1412230,1,2,5,vida nocturna,deporte
9,18,Medellin,7,1111499,0,3,7,vida nocturna,deporte
10,34,Medellin,6,1365936,0,3,5,vida nocturna,deporte
9,35,Medellin,3,1597094,1,3,7,musica,deporte
9,35,Medellin,8,1390306,0,3,7,musica,deporte
9,33,Medellin,3,964479,0,3,8,vida nocturna,deporte
9,30,Medellin,6,686800,0,4,8,musica,cultura
9,23,Medellin,4,1230388,1,3,8,vida nocturna,deporte
9,28,Medellin,6,1914553,0,3,8,musica,deporte
9,27,Medellin,9,1482670,0,3,8,vida nocturna,deporte
9,21,Medellin,4,819455,0,3,8,vida nocturna,cultura
9,26,Medellin,5,1961779,1,3,8,musica,deporte
10,23,Medellin,8,1788622,0,3,5,musica,cultura
9,33,Medellin,5,1661642,1,3,8,musica,cultura
10,25,Medellin,7,1105820,0,3,5,vida nocturna,deporte
9,29,Medellin,7,1156091,0,3,8,musica,deporte
9,23,Medellin,3,1652035,1,3,7,vida nocturna,cultura
10,21,Medellin,5,1511182,1,3,5,musica,cultura
10,18,Medellin,5,1181567,1,3,5,musica,deporte
9,21,Medellin,9,1275926,0,3,7,vida nocturna,deporte
9,35,Medellin,6,690656,0,4,8,vida nocturna,deporte
9,30,Medellin,6,892702,0,3,7,vida nocturna,deporte
9,27,Medellin,6,1687002,0,3,7,musica,deporte
9,23,Medellin,4,955117,0,3,7,vida nocturna,deporte
10,20,Medellin,7,775507,0,3,5,musica,deporte
9,32,Medellin,7,530162,0,4,8,musica,deporte
10,24,Medellin,7,527658,0,4,5,vida nocturna,deporte
10,28,Medellin,4,540589,0,4,5,musica,cultura
9,20,Medellin,9,880859,0,3,7,vida nocturna,deporte
10,32,Medellin,5,774856,0,3,5,musica,deporte
10,29,Medellin,6,776994,0,3,5,vida nocturna,deporte
10,20,Medellin,10,2896024,1,3,5,vida nocturna,deporte
9,22,Medellin,7,1834381,0,3,8,musica,cultura
9,28,Medellin,6,1642789,0,3,7,musica,cultura
10,22,Medellin,5,1213788,1,3,5,musica,deporte
10,28,Medellin,5,1591631,1,3,5,musica,cultura
10,18,Medellin,4,1091659,1,3,5,musica,deporte
10,27,Medellin,8,1852178,0,3,5,musica,deporte
10,18,Medellin,4,713383,0,3,5,musica,deporte
10,26,Medellin,9,949293,0,3,5,musica,deporte
